"Year","Data.Meat.Beef","Data.Meat.Lamb","Data.Meat.Pork","Data.Meat.Average","Data.Fuel.Coal","Data.Fuel.Natural gas","Data.Fuel.Petroleum","Data.Fuel.Average","Data.Grain.Corn","Data.Grain.Rice","Data.Grain.Rye","Data.Grain.Wheat","Data.Grain.Average","Data.Metal.Aluminum","Data.Metal.Chromium","Data.Metal.Copper","Data.Metal.Lead","Data.Metal.Manganese","Data.Metal.Nickel","Data.Metal.Steel","Data.Metal.Tin","Data.Metal.Zinc","Data.Metal.Iron ore","Data.Metal.Gold","Data.Metal.Platinum","Data.Metal.Silver","Data.Metal.Average","Data.Plant extract.Cocoa","Data.Plant extract.Coffee","Data.Plant extract.Cotton","Data.Plant extract.Cottonseed","Data.Plant extract.Palm oil","Data.Plant extract.Rubber","Data.Plant extract.Sugar","Data.Plant extract.Tea","Data.Plant extract.Tobacco","Data.Plant extract.Average"
"1900","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"1901","98.78640777","90.4146783","115.345979","101.51568835666667","99.73627707","79.02912621","88.36517382","89.04352569999999","129.3161242","88.79106793","108.4481522","100.4507857","106.75153250749999","99.69361305","104.0785368","98.29529508","97.88714729","111.6952243","111.3592233","88.35554484","82.25311776","91.50105175","70.62177236","98.78640777","112.2126819","85.06607335","96.29274534999999","92.90888017","77.70516402","99.36784631","98.78640777","93.59967423","86.98610503","79.93692538","94.48084519","100.2995475","91.56348840000001"
"1902","97.60191847","90.98483925","133.950775","107.51251090666665","105.1097583","78.33422582","89.27598744","90.90665718666666","152.9143491","84.85893381","97.40710426","102.8670524","109.51185989250001","98.49824598","81.91589585","66.49366568","90.9034914","111.4252045","88.01918465","95.78324918","87.4537692","108.8278174","75.5895709","97.60191847","127.7881152","73.35205909","92.58862980769231","92.37014303","68.63995422","101.3933997","106.3524353","97.60191847","83.36006863","63.11335867","98.9144137","104.6497594","90.71060568"
"1903","90.86820657","93.81047946","113.4733098","99.38399860999999","113.779421","76.66174516","112.116237","100.85246771999999","114.9948615","104.9157927","101.9040465","106.4803554","107.073764025","96.30426395","71.57092614","78.03704063","92.5918916","178.9308974","76.51582649","92.4643021","89.65830664","122.7945962","76.34232122","95.42790152","122.7013867","82.46855687","98.13909365076923","90.88573717","65.97914521","120.8715975","109.2484942","97.09803378","103.8977828","66.08935657","73.653054","108.1655426","92.87652709222222"
"1904","94.3221321","94.3221321","95.95777601","94.86734673666668","99.76379356","74.3811366","113.4953605","95.88009688666666","124.5363592","86.47679732","130.2812683","137.8376678","119.783023155","100.9572822","77.47889422","74.68833163","93.02578151","97.74429624","75.62920046","77.91828304","88.30366969","110.5050275","62.21247011","94.3221321","113.9551168","89.08201365","88.90942301153845","92.07736605","90.30598292","114.7521172","98.22511687","94.3221321","115.2175113","86.98722933","87.35851769","103.6098694","98.09509365111109"
"1905","95.10220903","95.42790152","98.73753973","96.42255009333333","97.26305348","66.79953107","97.68715272","87.24991242333333","125.3623988","98.43267977","114.8563366","135.8809605","118.63309391749999","102.1408377","73.27499581","91.89174517","102.8543299","117.2313484","76.51582649","87.72254302","100.0994766","129.048278","71.06333092","95.42790152","128.2160558","96.45875848","97.84195598538462","91.44820145","96.10510683","108.177833","99.37664228","93.75776927","124.6086182","94.07655733","85.82120197","100.85706","99.35877670333333"
"1906","93.34862385","94.93080392","115.548792","101.27607325666666","99.6317043","60.15266936","110.2865314","90.02363501999999","112.9223127","113.1776737","108.9998901","104.516104","109.903995125","102.1987405","68.34452818","111.1640996","120.9075036","194.2487501","74.84862385","87.55057268","124.3411481","132.0863409","83.020691","93.34862385","148.8547601","100.2633367","110.85982455076922","91.67723501","91.2761027","116.6995156","115.2372667","103.1510744","126.7168285","69.92849759","73.61611205","103.5618212","99.09605041666666"
"1907","87.21766202","90.86680682","106.9867234","95.02373074666667","97.94393313","63.22722283","114.5962888","91.92248158666666","123.1416891","116.2942293","129.4806655","115.2537583","121.04258555","122.962812","59.03638074","110.3783803","108.7778263","178.8754376","80.57958288","88.79737644","114.0831492","124.0587697","96.1963706","89.35236004","187.1794301","76.11497337","110.49175763615382","106.3742231","71.07244697","113.17615","115.8499565","106.6080964","111.9377797","70.40772137","68.96383652","102.6476784","96.33754321777776"
"1908","91.25560538","89.70890021","103.839987","94.93483086333333","98.27526733","66.58783809","120.1304888","94.99786474","163.0086842","123.2157061","132.6029555","126.0285928","136.21398465","80.09283088","65.18257527","74.45707998","87.70474024","104.6618357","82.29596413","83.88714035","89.91922622","99.1362958","87.37238813","91.25560538","128.213351","69.56831645","87.98056534846154","75.50508274","70.11620369","110.5379846","107.6186794","91.25560538","92.3152843","82.54796747","65.22830771","111.0243251","89.57216004333334"
"1909","92.29024943","81.34055882","137.1017","103.57750275000001","94.95246817","64.46886447","113.5295201","90.98361758","160.7621689","98.06168306","132.2642696","157.4419926","137.13252854","62.09135115","62.6255264","73.9927856","90.18169933","113.6117575","74.0","75.09330854","91.74963709","116.553028","83.65031119","92.29024943","133.6670279","75.34188573","88.06527445076925","65.36883882","88.70679794","127.707108","154.6657284","97.13590526","134.3521392","82.17975389","72.15847609","116.725961","104.33341206666667"
"1910","88.08054756","86.88418999","155.8913004","110.28534598333333","95.18082352","65.75125838","87.86007858","82.93072016","134.9930585","93.74621729","127.8983835","137.2817937","123.47986324749999","60.2722581","55.23887079","69.54951178","89.99918119","114.6598532","70.86644951","78.50095427","100.8629423","113.6270116","92.5192321","88.38219327","153.2251698","75.42492728","89.47142732230769","58.92473851","104.5013706","144.3558483","159.0879479","113.1846796","156.9303054","84.94703119","71.17928098","109.849203","111.44004505333334"
"1911","87.77890185","82.39018017","116.1886471","95.45257637333333","94.33099474","68.91399085","84.97316961","82.73938506666667","136.4406846","122.6855539","142.1877201","123.0283791","131.08558442499998","54.32649325","55.23887079","67.58040013","89.39182475","112.0716511","70.86644951","69.16867299","124.9923905","119.0474709","74.46669901","88.38219327","202.0574433","75.8341041","92.57112796923077","62.07984127","144.669393","125.7326434","104.8395672","111.6378579","126.5785125","94.31517087","71.77588662","113.1369432","106.08509066222221"
"1912","86.30019606","86.59574468","129.4288174","100.77491938000001","95.75490998","69.85184624","101.5312522","89.04600280666666","156.7124202","138.6840111","109.41139","128.1198072","133.231907125","58.26018268","46.39057751","87.39696659","88.58192106","92.85738188","69.43404255","67.23272103","133.5349862","141.0944804","71.85604346","86.59574468","209.1454823","85.52666141","95.22363013461539","64.4364021","153.7460743","111.6213542","109.8870139","104.8346794","120.1614371","79.86167969","71.19501322","114.6398808","103.3759483011111"
"1913","83.3447099","89.10310734","138.2153179","103.55437838","96.20592949","68.37724322","145.4277901","103.33698760333334","138.3035708","106.3181971","100.5314371","113.9470948","114.77507495","61.19469374","45.42410714","79.97129711","84.79166667","102.7520325","71.37916667","72.67857143","125.50231","111.9755445","76.4929078","84.79166667","201.7462255","76.41718107","91.93210544615384","70.15680605","112.6859244","120.1256867","128.6494253","110.0705341","95.71406067","58.42424299","70.56808317","115.962345","98.0396787088889"
"1914","80.85038937","91.12312186","136.7234816","102.89899761","94.50464396","71.13863089","114.6555455","93.43294011666667","153.3744997","99.2621787","136.150403","120.7273952","127.37861915","47.78234469","42.00206398","70.56284879","74.1980236","99.44508192","69.03611971","60.00294855","96.37628405","101.4662012","62.91372988","84.00412797","201.0638395","65.20690797","82.62004013923077","62.00349169","82.58191696","103.1386762","89.7975161","119.3902965","71.11124488","78.36251299","69.91265205","117.2749095","88.17480187444444"
"1915","171.9947299","106.4137925","115.9392767","131.44926636666668","90.80516506","71.57064058","94.21830782","85.53137115333334","159.2075305","100.0224898","139.454971","154.8833064","138.392074425","87.15080317","49.24831329","89.19725418","89.30850942","105.8865591","68.68172485","68.0003061","107.8754736","272.897278","65.08016951","83.57289528","208.8531361","72.35246026","105.2388371430769","83.08030593","75.93068608","97.05080776","173.4858033","124.628017","71.6640022","97.74679788","67.30607575","122.1590679","101.45017375555555"
"1916","171.5459724","101.1520741","144.921242","139.2064295","97.10092539","65.02311556","174.2224025","112.11548115","165.8797862","84.50992771","171.0263683","149.1298545","142.6364841775","142.0090655","60.11009667","128.5287105","120.0982711","164.1907417","64.40225564","117.8443002","111.2665555","239.6552616","78.13149896","76.5037594","338.292903","89.49050868","133.11722526538463","64.66065074","86.83455903","133.0598052","240.591133","163.7651386","77.72958253","118.1324998","61.61289265","116.6807884","118.11856110555557"
"1917","141.7250137","92.64147496","197.2997136","143.88873408666666","137.9785191","60.4862031","209.0205966","135.8284396","274.2233362","60.52768763","219.2526024","212.6365605","191.6600466825","99.41682216","66.89603298","106.5938992","127.7144076","127.9699132","53.45085803","137.6372322","131.2530434","133.6005668","84.29913367","63.49453978","346.1555491","88.08887541","120.50545180999998","42.33204693","71.14169238","172.5078256","281.5654419","199.3736213","62.68292536","103.6535449","65.19884203","134.4917166","125.883073"
"1918","162.1513944","99.86561448","187.8153228","149.94411055999998","134.08673","61.57205052","215.3048909","136.98789047333332","226.3286692","58.67434191","160.7488874","169.8894236","153.91033052749998","55.53777765","113.8920508","82.22766578","91.6518368","171.127531","44.41965471","97.02226292","160.4439425","102.6070727","79.58068435","54.05046481","303.6291962","84.99602413","110.86047418076924","41.5056116","64.13835063","182.0027717","243.0407107","154.5510575","41.8478754","80.97961473","64.93295448","190.0636695","118.1180684711111"
"1919","175.0399495","104.2990467","167.8098166","149.04960426666665","112.6534015","54.15818211","196.2681721","121.02658523666666","197.9327102","54.86682051","136.17851","167.8215028","139.19988587749998","46.18860396","60.4954583","54.3164535","62.01796783","163.598405","37.72716763","71.01640757","99.66563475","79.44186632","64.07084","47.05202312","285.8986557","97.00849211","89.88445967615385","52.09106875","102.1463933","175.9396721","213.518836","148.5957978","32.63442597","84.12799663","54.25212807","184.5015874","116.42310066888889"
"1920","97.734565","69.68808812","108.9159748","92.11287597333335","146.4618839","52.29082066","253.3864418","150.7130487866667","152.7786386","55.72749368","118.3700463","146.8051367","118.42032882","38.01031765","29.73873681","43.80484106","73.98741117","100.1976383","34.19361277","75.4348446","65.57635774","75.26189501","71.55816028","40.61876248","238.827812","41.0575454","71.40522579","32.88077981","59.29334559","119.6089869","71.71312547","89.79271391","30.01159442","171.519119","37.52496601","245.6679639","95.33473277888888"
"1921","84.43114001","59.01475997","71.82849946","71.75813314666665","126.3676407","62.97211125","129.8773933","106.40571508333333","69.38402686","71.42854199","75.70066571","95.40443144","77.9794165","29.48234892","20.30127694","35.1109295","47.24434174","36.39652756","38.28156425","53.3835317","45.51291461","53.51159052","58.05301319","45.47486034","180.9091407","46.52751914","53.091504546923076","21.11405048","39.79972316","87.92520082","91.2633404","55.84872709","12.83726366","49.81271535","36.47850495","209.1644561","67.13822022333335"
"1922","53.50892724","33.21575463","84.62069275","57.115124873333336","140.9499564","74.05959341","146.2898881","120.43314597000001","78.538716","84.32678091","60.74648556","93.54422282","79.2890513225","27.75779249","22.53599114","40.11331732","63.64442997","68.44822996","36.97793679","51.25242132","52.84461444","67.75436694","68.57432852","48.53905784","251.2226216","48.16452807","65.21766433846153","26.57988443","60.92970541","118.3907332","101.7646454","63.00996585","14.53244274","48.02427181","54.56322602","189.9077361","75.30029010666667"
"1923","56.96279724","51.39539679","68.10710452","58.82176618333333","122.8831508","66.14365348","133.325253","107.45068576","101.9310036","78.65435993","55.20534795","78.93992558","78.682659265","37.04045192","23.84299941","42.47267498","79.33196824","86.85176223","34.42062097","69.01141445","68.04732176","76.50350251","69.80418552","47.68599883","294.6410105","47.83317784","75.19131455076923","21.57324769","66.67047951","148.1100741","135.4940105","63.57173893","24.33020446","84.75579261","68.5660487","176.2399388","87.7012817"
"1924","57.02532782","64.33512896","77.13858828","66.16634835333333","100.697256","59.42485079","139.1734806","99.76519579666667","119.2764572","85.38987082","89.78884337","98.45978808","98.2287398675","39.30511396","24.65121136","38.28083527","88.2331979","73.50778123","28.60467836","65.04667466","79.89823583","73.08605229","57.32537016","47.60233918","299.8764305","50.83459678","74.32711672923077","21.53539989","97.48248697","143.6195354","109.3212341","68.48761413","21.40798331","64.25383535","69.97397111","163.8478764","84.43665962888889"
"1925","70.20670562","73.53807289","105.7913225","83.17870033666667","91.08341744","57.96719615","158.3746154","102.47507633000002","125.1851231","83.95397284","71.83009907","116.610638","99.3949582525","38.62475577","21.55896015","40.26804459","95.84483335","80.78193195","30.73131774","58.83649325","89.91619865","84.78721231","50.78176014","46.4346834","293.2038439","49.58765573","75.48905314846154","26.2589374","114.9522034","113.2579918","101.1955859","75.74710273","58.09246826","36.7532128","67.83797746","175.2731485","85.4854031388889"
"1926","66.23628546","48.21733253","104.7676525","73.07375683","91.09300304","63.78938785","177.661306","110.84789896333332","89.87689788","89.40642859","75.72989614","105.1862883","90.0498777275","37.97273721","20.5306699","39.19963029","88.61187373","77.41985953","33.19548023","56.84317647","100.4150769","81.19632822","49.31554273","45.98870056","266.9514343","38.1819767","71.98634513615383","31.47914279","101.7308847","87.13221137","69.77595948","69.38548667","39.19119887","36.07598096","72.47608014","151.9539122","73.24453968666666"
"1927","60.93712238","51.42397897","88.26849637","66.87653257333334","89.66941234","58.50114844","115.3139515","87.82817075999999","105.66701","84.38772897","77.07509563","92.54269416","89.91813219000001","36.40072045","20.92071716","37.39673532","72.49139589","70.39708347","32.88888889","53.55703594","100.8620162","67.18675926","49.85362388","46.86240645","195.023909","42.1617021","63.53869184692307","44.07421834","103.3310361","88.7875729","112.4697755","65.78271418","30.59196791","43.71518427","72.7470736","148.6881605","78.90974481111111"
"1928","76.22497305","63.9901887","85.84021831","75.35179335333333","84.98585478","59.32077924","113.1438123","85.81681543999998","121.2669441","77.41683914","77.39617088","107.8477282","95.98192058000001","34.73114019","21.21382704","42.32609644","68.50704889","76.17893712","35.25043783","55.19284391","80.15595727","65.69493417","49.5410565","47.51897256","191.5920243","42.31241847","62.324284206923075","36.20467983","133.3026652","101.3868602","112.0792318","67.53601713","18.31634175","36.60492834","64.90605703","147.0280683","79.70720550888888"
"1929","80.76603528","58.76412973","91.5299384","77.02003447","81.33054919","52.72958155","117.143846","83.73465891333333","115.9470383","77.26867494","81.28494907","89.06243181","90.89077353","34.73114019","22.9109332","53.15370251","74.27039415","78.88011903","33.34967893","56.6685884","71.77551923","70.67925132","53.58522438","47.51897256","160.91135","35.78589292","61.09390513999999","29.41927494","129.4077859","91.09434587","101.2645691","68.36767084","16.80209958","28.88076874","63.22897625","144.4285621","74.76600592444444"
"1930","74.86051787","53.96359644","85.39398824","71.40603418333333","79.67526485","54.08728934","104.6272305","79.46326156333333","104.4250417","62.44204928","43.19695937","67.94670113","69.50268787","35.47647733","29.5936698","39.07882449","61.5708663","69.31611717","34.20838323","52.37549745","51.6691053","50.92167976","51.23149446","48.74251497","109.7176504","24.82257707","50.67114290230769","23.79124758","77.27200708","68.79608646","74.29031592","55.59647151","8.617364245","21.18441634","60.54600695","143.4544478","59.28315154277777"
"1931","136.810095","99.27338804","59.5553888","98.54629061333333","79.142886","51.89432144","60.41585566","63.8176877","72.26283872","38.41359428","36.37819568","51.45311018","49.626934715000004","38.08320946","43.90301097","26.80476117","51.85875478","60.22960404","37.51017728","54.11108347","43.74167919","44.57332493","53.67457845","53.4471438","93.47182234","25.07396869","48.19100912076923","16.54174835","56.52479766","46.02305555","33.17408925","44.99623753","5.64829839","20.96339012","49.7029461","134.7289051","45.36705200555556"
"1932","110.8415493","84.90573197","40.7633298","78.83687035666667","75.0605361","49.59321369","92.79873359","72.48416112666666","47.50252696","37.66281288","33.30381696","47.70554814","41.543676235","42.4602694","56.39772014","20.46316183","43.36432112","90.43709491","41.82137628","58.47967043","43.89467461","39.36996024","35.75402635","65.62496532","107.6008158","23.35782586","51.46352940692308","15.60660069","77.4779312","43.3860414","42.32947948","39.73868349","3.529593024","14.95047592","33.00985637","115.2682688","42.81077004155556"
"1933","109.1112586","101.771853","44.92555382","85.26955514000001","80.92651947","52.27185949","74.11355553","69.10397816333334","65.40788443","33.73919936","78.60482738","69.63457588","61.8466217625","44.75364815","44.8633157","27.23230523","55.62250373","104.6206239","44.08024691","63.97898934","82.16369001","58.04459328","94.07932755","102.4755254","101.5601569","42.35706257","66.60246066692308","16.44954981","70.12167171","62.80864198","55.87803321","41.885063","6.400160475","21.52790332","52.32940698","141.6973958","52.12198069833333"
"1934","85.27427376","103.70364","55.36004598","81.44598658","102.2936175","50.59322621","109.6563188","87.51438750333334","103.1347204","42.48019432","87.36522474","83.72958119","79.1774301625","40.15557025","42.3370319","31.65228271","53.83626948","76.09136937","42.66467513","68.34339152","106.118286","57.95763496","68.29358206","102.9369736","113.2327356","51.0349533","65.74267352923076","18.81484895","82.20182836","78.36002463","138.3533775","57.59979952","13.58221617","25.56215926","68.48187115","209.5116542","76.94086441555555"
"1935","88.42349654","166.1927352","106.3627359","120.32632254666667","100.9006107","49.34037137","106.9408674","85.72728315666666","125.9328876","54.11551467","47.09764739","86.04992999","78.29899491249999","37.16748975","47.64072417","31.67627159","55.07984841","79.31011688","41.60815732","66.28274667","99.98040512","58.84447618","67.10697184","100.3879153","100.9986519","53.43080395","64.5780445446154","17.6434568","63.86042236","79.07157589","124.7055278","80.07398483","12.61079955","33.09954582","63.01092514","240.9070843","79.44259138777778"
"1936","90.19990249","188.8912384","110.2245291","129.77188999666666","99.38949939","48.8775829","116.531596","88.26622609666667","128.3347093","52.62785512","95.18740297","94.99479142","92.7861897025","36.81887694","47.19387755","34.35297952","63.30068068","69.02418009","41.21789322","70.03845016","91.22833234","65.99007709","65.97771023","99.44632586","127.8530301","41.1473643","65.66075216","23.77421906","67.5033632","79.29781291","134.8768473","80.35079652","16.67959769","35.90166286","64.28039909","228.3665034","81.22568911444445"
