year,brand,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,view_count,like_count,dislike_count,comment_count,published_at,title,category_id
2008,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,598260,755,54,83,2008-02-01T22:34:12Z,Bud Light Wheel Suck Commercial,23
2003,Budweiser,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27378,18,2,0,2010-01-04T19:29:19Z,Budweiser great listener,24
2013,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,394,1,0,0,2013-09-01T05:29:21Z,Super Bowl Ad 2013 Bud Light Journey Stevie Wonder,22
2011,Doritos,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,122388,561,8,25,2011-06-20T23:59:47Z,Doritos pug attack commercial original,23
2005,Bud Light,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16997,69,3,2,2021-01-15T17:41:05Z,Bud Light Legends - Skydiver,10
2005,Budweiser,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
2014,Doritos,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,7952240,18729,1430,607,2013-11-17T22:52:21Z,Doritos Time Machine - Crash the Super Bowl 2014 WINNER OFFICIAL,23
2008,Bud Light,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,555734,414,58,45,2008-02-01T22:05:19Z,Bud Light Wine & Cheese Party Commercial,23
2012,Pepsi,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,582575,1526,138,304,2012-02-03T16:36:54Z,Super Bowl 2012 Commercial: Pepsi - King's Court,22
2012,Doritos,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,86928,130,12,6,2014-11-06T15:01:28Z,Doritos Crash the Superbowl Winner 2012 - Man's Best Friend,24
2012,Toyota,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,116294,1153,13,56,2012-02-05T18:28:12Z,Toyota Camry 2012 Super Bowl Commercial shows Reinvented Possibilities,2
2016,Doritos,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
2002,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3548,13,0,0,2017-12-26T08:00:04Z,Bud Light - Hawk Superbowl XXXVI Commercial,24
2002,Bud Light,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,63129,178,5,15,2008-05-29T10:34:49Z,Bud Light Battle Bot commercial,23
2013,E-Trade,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,139,1,0,NA,2013-02-04T03:24:40Z,E TRADE Baby Super Bowl Commercial  Save It,24
2008,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,24595,26,3,5,2008-02-04T01:12:21Z,Budweiser breath fire superbowl commercial,17
2012,Coca-Cola,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15776,63,4,2,2013-05-25T19:32:12Z,Coke Coca Cola Polar Bears Super Bowl Open Happiness Campaign 'Argh' TVC Commercial Advert in 2012,19
2004,Pepsi,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55676,222,9,26,2010-03-14T17:56:01Z,Jimi Hendrix Pepsi Vs Coca Cola Commercial,24
2010,Doritos,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,132054,273,18,15,2010-02-08T01:33:11Z,"Doritos SuperBowl Commercial - ""Dog Shock Collar""",24
2012,Kia,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56257,396,5,42,2012-02-14T13:28:18Z,A Dream Car. For Real Life - 2012 Kia Optima Big Game Full Commercial - Extended Version,2
2012,NFL,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,403641,1980,42,206,2012-02-03T23:55:12Z,NFL Timeline,17
2005,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA
2010,Hynudai,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,176547,306,11,84,2010-02-04T17:20:09Z,[HD] Super Bowl 2010 Commercial with Brett Favre | New Hyundai Super Bowl 44 XLIV Commercial,24
2004,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,561,6,0,1,2010-09-07T15:09:18Z,Bud Light Paintball Commercial.avi,29
2008,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,166102,161,10,24,2008-10-27T10:54:59Z,Bud Light Commercial - X-Ray Vision,26
2016,Toyota,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
2006,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95355,328,14,9,2012-12-17T18:18:48Z,Funny Bud Light Commercial Secret Magic Fridge,24
2007,Coca-Cola,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,11311,29,3,1,2008-12-07T21:31:15Z,Coca-Cola Happiness Factory commercial HD,1
2007,Budweiser,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,48035,47,2,1,2014-03-09T16:21:42Z,2014 Super Bowl Commercial Budweiser Dalmatian - 2007 Super Bowl Commercial TVC,24
2013,Doritos,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1404745,2491,359,NA,2012-12-31T05:22:05Z,Fashionista Daddy - Doritos Commercial,24
2010,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,34565,100,6,15,2010-02-08T01:52:12Z,t-pain bud light superbowl 44 commercial hd,17
2009,Doritos,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,640393,1921,215,208,2009-01-31T23:48:04Z,Power of the Crunch,24
2009,Coca-Cola,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,45799,99,7,21,2009-02-02T06:06:22Z,Mean Troy - Coke Zero Super Bowl Ad,17
2009,Pepsi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1294,7,0,2,2009-08-09T23:12:05Z,Pepsi Super Bowl 2009 Commercial: Anthem,10
2001,E-Trade,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,103433,167,7,3,2006-11-25T00:50:12Z,E-Trade Chimp On a Horse TV Commercial,24
2018,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,41441,224,7,9,2018-01-21T23:46:31Z,Bud Light | Battle Pep Talk Dilly Dilly,22
2015,Doritos,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA
2010,Kia,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,50850,92,4,11,2010-02-07T19:56:19Z,Kia - Big Game (2010 Super bowl Ad),2
2008,Doritos,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,232124,988,31,96,2008-02-04T18:43:56Z,"Funny Super Bowl Commercial 2008 - Doritos: ""Mouse Trap""",17
2012,Coca-Cola,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,10925,71,18,3,2013-10-28T06:50:01Z,"Coke 2012 Commercial - Coca-Cola Open Happiness - ""Superstition""",22
2011,Hynudai,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,92,1,0,0,2016-05-27T11:10:55Z,"Hyundai ""Deprogramming""",1
2008,Coca-Cola,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,14267,36,2,7,2008-02-05T08:17:44Z,Coca-Cola: Political Parties (Super Bowl 42 Commercial),24
2000,Bud Light,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
2019,Kia,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1460,NA,NA,NA,2019-12-19T19:45:59Z,2019 Super Bowl Kia Telluride,27
2002,Bud Light,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,67452,270,15,7,2013-01-29T22:17:05Z,Bud Light - Satin Sheets,22
2013,Kia,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10338,39,2,1,2013-11-08T06:13:04Z,"KIA SORENTO ""SPACE BABIES""",1
2008,Pepsi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,236941,594,14,65,2009-01-17T07:54:08Z,Justin Timberlake Pepsi Ad,24
2019,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
2011,Hynudai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,0,0,0,2012-05-21T09:45:55Z,Hyundai - Anachronistic City.mp4,24
2008,Bud Light,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,729583,588,180,119,2008-02-01T22:22:55Z,Bud Light Language of Love Commercial,23
2008,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1060001,1384,121,180,2008-02-02T21:06:05Z,Bud Light Jackie Moon TV Commercial,23
2010,E-Trade,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1046640,1206,58,204,2010-02-08T02:51:01Z,E-Trade Baby Girlfriend Super Bowl Commercial 2010,24
2013,Budweiser,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,236,1,0,0,2013-02-07T03:48:14Z,Budweiser Black Crown - Celebration - Super Bowl 2013 Ads,24
2001,Pepsi,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,65162,109,4,38,2007-08-02T02:11:49Z,funny pepsi commercial,22
2018,Coca-Cola,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,179,1,0,0,2020-02-24T20:20:40Z,"Diet Coke Twisted Mango Super Bowl 2018 TV Commercial, 'Groove' Ft  Hayley Magnus",22
2003,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,177285,229,10,32,2007-06-16T01:22:34Z,Bud Light commercial - upside down clown,23
2011,Pepsi,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,204026,476,159,9,2014-01-17T00:07:33Z,PEPSI MAX - LOVE HURTS,1
2018,E-Trade,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,34440,178,11,15,2018-02-05T00:21:08Z,"ETrade ""This Is Getting Old"" 2018 Super Bowl Commercial",22
2016,Budweiser,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6432,NA,NA,2,2016-02-21T11:08:46Z,"Super Bowl 50 - Budweiser: ""Not Backing Down"" (2016)",24
2008,Coca-Cola,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,62538,217,4,29,2008-10-05T03:35:32Z,"Coca Cola ""It's Mine"" Super Bowl commercial",24
2013,Kia,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,28847,154,10,30,2013-02-02T21:59:20Z,"Kia 'Hot Bots' - 2014 Kia Forte Super Bowl XLVII Car Ad (HD) ""Respect the tech"" - Official TV Spot",2
2014,Coca-Cola,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,92878,450,88,139,2014-02-03T00:56:01Z,"Coca Cola Super Bowl Commercial 2014 ""Its Beautiful"" HD 720p",24
2012,Budweiser,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,0,0,0,2019-05-14T10:33:01Z,Budweiser Return of the King 2012 Super Bowl commercial,22
2004,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5699,27,1,0,2015-08-06T00:34:11Z,Bud Light Ad   Fergus Bud Light Bad dog!,22
2007,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,955616,1301,134,194,2007-02-05T04:23:12Z,Super Bowl XLI Commercial -Bud Light Starring: Carlos Mencia,23
2007,Budweiser,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,186,0,0,0,2015-09-28T18:21:03Z,Universal Casting Budweiser Commercial,24
2019,Kia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,518,2,1,0,2019-01-25T17:08:54Z,Commercial Ads 2019 - KIA - The Great Unknowns – What If?,24
2002,Budweiser,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA
2010,E-Trade,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
2003,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175482,268,15,32,2008-01-03T02:43:15Z,Bud Light Commercial-Mother-in-Law,24
2018,Toyota,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,353513,1448,222,231,2018-02-03T14:44:03Z,Toyota Super Bowl 2018 Commercial (one team),2
2003,Budweiser,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2732,8,0,1,2012-12-12T19:37:25Z,"Budweiser ""Instant Replay"" 2003",22
2013,Budweiser,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,246619,2225,64,67,2013-01-31T21:08:09Z,"The Clydesdales ""Brotherhood"" - 2013 Budweiser Super Bowl  [Commercial]",1
2010,Budweiser,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,42,1,0,0,2012-07-02T17:25:32Z,Budweiser - Body Bridge (2010) [HD],24
2003,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,16083,60,3,1,2010-02-13T20:18:29Z,Budweiser - No dogs allowed,24
2002,E-Trade,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1361,9,0,0,2018-02-10T11:29:30Z,"E*TRADE Financial - Monkey Musical (2002, USA)",23
2006,Budweiser,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,120196,167,15,10,2006-02-06T11:08:37Z,"Super Bowl 2006: Bud Light ""On the Roof""",23
2012,Coca-Cola,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,22849816,92333,42386,592,2012-02-04T00:12:24Z,"Coke 2012 Commercial: ""Catch"" starring NE_Bear",24
2019,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,125,2,0,0,2019-10-19T00:00:06Z,Bud Light When the Trojan horse goes wrong Commercial,1
2007,Toyota,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,286010,221,62,114,2007-02-03T04:41:28Z,Toyota Tundra See Saw,2
2014,Hynudai,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,32557,202,7,5,2016-08-22T17:58:19Z,Cool Hyundai Super Bowl Commercial (2014) Dad's Sixth Sense - Hyundai Genesis,2
2006,Pepsi,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,69440,70,7,11,2007-01-12T23:45:55Z,Jackie Chan Diet Pepsi Ad,24
2006,Pepsi,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,6430,45,0,10,2006-08-10T02:34:30Z,Brown & Bubbly,23
2015,Pepsi,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,998,3,0,0,2015-02-02T07:00:29Z,Pepsi Super Bowl 2015  Halftime Touches Down Official   Hyped for Halftime   Pepsi,22
2012,Bud Light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21314,29,5,14,2012-02-06T03:05:17Z,Bud Light Platinum - Factory 2012 Super Bowl Commercial,22
2009,Doritos,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20130,46,6,4,2009-02-02T04:12:57Z,Super Bowl 2009 Ad - Doritos Crystal Ball,17
2006,Budweiser,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,746836,2179,78,95,2009-01-16T21:18:36Z,Budweiser 'Lamb Streaker',24
2014,Bud Light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9649,32,2,1,2014-02-03T02:26:48Z,Cool Twist   2014 Super Bowl XLVIII Commercial  Bud Light,17
2005,Pepsi,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,43983,93,5,13,2006-03-31T13:32:41Z,Pepsi Truck Commercial,23
2005,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,24
2005,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,24
2005,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,24
2005,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3183,4,0,1,2009-07-07T18:07:27Z,Bud Lighta Cedric a Island Fantasy 2005,24
2007,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,162,0,0,0,2013-09-01T03:53:33Z,"2007 Super Bowl Commercials   Bud Light, Apes",22
2005,Pepsi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,293,3,0,0,2017-12-03T11:46:01Z,"Diet Pepsi - Guy Watcher (with Carson and Cindy, 2005)",1
2015,Budweiser,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,491630,2327,37,104,2015-02-01T04:04:01Z,2015 Budweiser Super Bowl XLIX Commercial Lost Dog Puppy BestBuds  TV Ad Spot,23
2019,Bud Light,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,7658201,94799,12789,7431,2019-02-04T00:19:31Z,Game of Thrones X Bud Light | Official Super Bowl LIII Ad | Extended Version | HBO,1
2004,Bud Light,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,39730,37,1,1,2008-03-13T22:10:13Z,Bud Light: Spa,24
2003,Budweiser,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21813,10,0,0,2011-09-14T19:52:36Z,Budweiser Ad Spot: Roommate,22
2009,E-Trade,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,358142,763,24,51,2009-02-02T03:46:14Z,ETRADE BABY Superbowl 43 XLIII Commercial,24
2013,Pepsi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,987,2,0,0,2013-02-05T01:38:13Z,Pepsi Super Bowl Commercial TV AD 2013 Party HD,22
2004,Budweiser,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,88458,351,6,30,2009-04-22T05:43:25Z,Budweiser Dale Earnhardt Jr Forgotten Lipstick Commercial,24
2009,Hynudai,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7253,6,1,0,2009-02-07T21:50:32Z,Hyundai Assurance Super Bowl Ad [HQ],24
2014,Budweiser,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,81183,232,38,10,2014-01-31T18:59:10Z,"Budweiser Puppy Commercial - Budweiser super bowl commercial 2014 ""Puppy love"" [EXTENDED]",24
2003,Pepsi,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,35779,NA,NA,NA,2010-04-20T17:56:51Z,Pepsi Twist Commercial (Feat. Osmonds & Osbournes),24
2015,Coca-Cola,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48617,331,18,42,2015-02-02T00:15:48Z,Coca-Cola: 'Make It Happy',22
2003,NFL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18670,42,1,4,2009-01-29T16:38:52Z,NFL- Crazy,25
2012,Doritos,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,176373378,275362,92990,1234,2013-04-12T22:49:58Z,Doritos Sling Baby,25
2002,Pepsi,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,385777,5929,73,261,2017-05-31T19:28:56Z,Britney Spears - Pepsi Now and Then Commercial [HD Master],10
2002,Bud Light,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,4641,19,0,2,2017-12-27T08:00:03Z,Bud Light - Cedric the entertainer Superbowl XXXVI Commercial 2002,24
2000,Budweiser,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3624622,24840,521,1498,2006-09-30T13:00:17Z,budweiser wassup commercial,23
2001,Bud Light,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,998,3,0,0,2013-01-29T21:49:04Z,Bud Light - Cedric Date,22
2013,Hynudai,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1190,5,0,0,2013-02-04T04:41:49Z,2013 Hyundai Genesis Super Bowl 2013 Commercial 'Excited',2
2015,Toyota,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,32091,266,6,15,2015-03-03T14:00:00Z,New Toyota Camry - My Bold Dad | Commercial USA 2015,2
2000,Budweiser,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,111442,163,5,8,2008-03-10T02:23:56Z,Super Bowl XXXIV Commercial. Budweiser. The Dog Star.,10
2001,Doritos,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2985,15,0,1,2017-06-13T23:50:34Z,Dorrito's featuring Ali Landry Television Commercial 2001 Tennis,24
2016,Doritos,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1214968,2534,60,226,2015-11-15T20:53:00Z,Doritos Dogs - Crash the Super Bowl 2016 WINNER OFFICIAL,24
2008,Bud Light,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9335,12,1,1,2008-02-04T20:04:33Z,"New Super Bowl Commercial 2008 -  Bud Light: ""Ability to Fly",17
2007,Doritos,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,292010,244,74,52,2007-02-05T14:59:51Z,2007 Super Bowl Commercial Doritos Checkout Girl,24
2001,NFL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
2001,Pepsi,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,12106,10,1,1,2012-09-08T20:05:25Z,Pepsi - Bob Dole Super Bowl XXXV 2001,24
2014,NFL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
2012,Budweiser,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,220292,572,100,271,2012-02-05T03:27:52Z,"The Cult "" She Sells Sanctuary"" - Budweiser: 'Eternal Optimism' Ad",10
2001,Pepsi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1475,14,0,2,2012-09-08T19:53:53Z,Pepsi - Chessmaster Garry Kasparov Super Bowl XXXV 2001,24
2001,E-Trade,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6513,12,4,3,2008-01-11T18:18:39Z,ETrade Commercial - Matrix,23
2001,Budweiser,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,77142,334,4,71,2007-12-14T23:33:27Z,NSync - Budweiser Commercial,24
